,Festival_week,Months,OS,Place,Processor,Product,RAM,Sales
3432,no,17,Windows,america,i3,xps,4,89
3433,no,17,Linux,america,i3,xps,4,31
3434,no,17,Windows,america,i3,xps,8,44
3435,no,17,Linux,america,i3,xps,8,41
3436,no,17,Windows,america,i3,xps,16,33
3437,no,17,Linux,america,i3,xps,16,46
3438,no,17,Windows,america,i5,xps,4,78
3439,no,17,Linux,america,i5,xps,4,48
3440,no,17,Windows,america,i5,xps,8,39
3441,no,17,Linux,america,i5,xps,8,121
3442,no,17,Windows,america,i5,xps,16,29
3443,no,17,Linux,america,i5,xps,16,43
3444,no,17,Windows,america,i7,xps,4,100
3445,no,17,Linux,america,i7,xps,4,39
3446,no,17,Windows,america,i7,xps,8,34
3447,no,17,Linux,america,i7,xps,8,66
3448,no,17,Windows,america,i7,xps,16,37
3449,no,17,Linux,america,i7,xps,16,41
3450,no,17,Windows,america,i9,xps,4,83
3451,no,17,Linux,america,i9,xps,4,39
3452,no,17,Windows,america,i9,xps,8,34
3453,no,17,Linux,america,i9,xps,8,118
3454,no,17,Windows,america,i9,xps,16,29
3455,no,17,Linux,america,i9,xps,16,47
3456,summer,18,Windows,asia,i3,vostro,4,20
3457,summer,18,Linux,asia,i3,vostro,4,17
3458,summer,18,Windows,asia,i3,vostro,8,27
3459,summer,18,Linux,asia,i3,vostro,8,28
3460,summer,18,Windows,asia,i3,vostro,16,18
3461,summer,18,Linux,asia,i3,vostro,16,16
3462,summer,18,Windows,asia,i5,vostro,4,16
3463,summer,18,Linux,asia,i5,vostro,4,12
3464,summer,18,Windows,asia,i5,vostro,8,23
3465,summer,18,Linux,asia,i5,vostro,8,41
3466,summer,18,Windows,asia,i5,vostro,16,11
3467,summer,18,Linux,asia,i5,vostro,16,13
3468,summer,18,Windows,asia,i7,vostro,4,33
3469,summer,18,Linux,asia,i7,vostro,4,22
3470,summer,18,Windows,asia,i7,vostro,8,20
3471,summer,18,Linux,asia,i7,vostro,8,33
3472,summer,18,Windows,asia,i7,vostro,16,23
3473,summer,18,Linux,asia,i7,vostro,16,19
3474,summer,18,Windows,asia,i9,vostro,4,24
3475,summer,18,Linux,asia,i9,vostro,4,17
3476,summer,18,Windows,asia,i9,vostro,8,11
3477,summer,18,Linux,asia,i9,vostro,8,34
3478,summer,18,Windows,asia,i9,vostro,16,13
3479,summer,18,Linux,asia,i9,vostro,16,13
3480,summer,18,Windows,africa,i3,vostro,4,40
3481,summer,18,Linux,africa,i3,vostro,4,14
3482,summer,18,Windows,africa,i3,vostro,8,17
3483,summer,18,Linux,africa,i3,vostro,8,30
3484,summer,18,Windows,africa,i3,vostro,16,20
3485,summer,18,Linux,africa,i3,vostro,16,16
3486,summer,18,Windows,africa,i5,vostro,4,32
3487,summer,18,Linux,africa,i5,vostro,4,21
3488,summer,18,Windows,africa,i5,vostro,8,18
3489,summer,18,Linux,africa,i5,vostro,8,47
3490,summer,18,Windows,africa,i5,vostro,16,20
3491,summer,18,Linux,africa,i5,vostro,16,19
3492,summer,18,Windows,africa,i7,vostro,4,9
3493,summer,18,Linux,africa,i7,vostro,4,4
3494,summer,18,Windows,africa,i7,vostro,8,8
3495,summer,18,Linux,africa,i7,vostro,8,53
3496,summer,18,Windows,africa,i7,vostro,16,11
3497,summer,18,Linux,africa,i7,vostro,16,13
3498,summer,18,Windows,africa,i9,vostro,4,39
3499,summer,18,Linux,africa,i9,vostro,4,6
3500,summer,18,Windows,africa,i9,vostro,8,10
3501,summer,18,Linux,africa,i9,vostro,8,36
3502,summer,18,Windows,africa,i9,vostro,16,5
3503,summer,18,Linux,africa,i9,vostro,16,13
3504,summer,18,Windows,europe,i3,vostro,4,22
3505,summer,18,Linux,europe,i3,vostro,4,6
3506,summer,18,Windows,europe,i3,vostro,8,7
3507,summer,18,Linux,europe,i3,vostro,8,50
3508,summer,18,Windows,europe,i3,vostro,16,11
3509,summer,18,Linux,europe,i3,vostro,16,7
3510,summer,18,Windows,europe,i5,vostro,4,37
3511,summer,18,Linux,europe,i5,vostro,4,9
3512,summer,18,Windows,europe,i5,vostro,8,9
3513,summer,18,Linux,europe,i5,vostro,8,33
3514,summer,18,Windows,europe,i5,vostro,16,9
3515,summer,18,Linux,europe,i5,vostro,16,10
3516,summer,18,Windows,europe,i7,vostro,4,23
3517,summer,18,Linux,europe,i7,vostro,4,4
3518,summer,18,Windows,europe,i7,vostro,8,11
3519,summer,18,Linux,europe,i7,vostro,8,37
3520,summer,18,Windows,europe,i7,vostro,16,7
3521,summer,18,Linux,europe,i7,vostro,16,10
3522,summer,18,Windows,europe,i9,vostro,4,22
3523,summer,18,Linux,europe,i9,vostro,4,7
3524,summer,18,Windows,europe,i9,vostro,8,7
3525,summer,18,Linux,europe,i9,vostro,8,21
3526,summer,18,Windows,europe,i9,vostro,16,7
3527,summer,18,Linux,europe,i9,vostro,16,7
3528,summer,18,Windows,america,i3,vostro,4,14
3529,summer,18,Linux,america,i3,vostro,4,23
3530,summer,18,Windows,america,i3,vostro,8,22
3531,summer,18,Linux,america,i3,vostro,8,14
3532,summer,18,Windows,america,i3,vostro,16,19
3533,summer,18,Linux,america,i3,vostro,16,24
3534,summer,18,Windows,america,i5,vostro,4,22
3535,summer,18,Linux,america,i5,vostro,4,20
3536,summer,18,Windows,america,i5,vostro,8,26
3537,summer,18,Linux,america,i5,vostro,8,20
3538,summer,18,Windows,america,i5,vostro,16,22
3539,summer,18,Linux,america,i5,vostro,16,23
3540,summer,18,Windows,america,i7,vostro,4,25
3541,summer,18,Linux,america,i7,vostro,4,21
3542,summer,18,Windows,america,i7,vostro,8,19
3543,summer,18,Linux,america,i7,vostro,8,12
3544,summer,18,Windows,america,i7,vostro,16,18
3545,summer,18,Linux,america,i7,vostro,16,20
3546,summer,18,Windows,america,i9,vostro,4,27
3547,summer,18,Linux,america,i9,vostro,4,14
3548,summer,18,Windows,america,i9,vostro,8,24
3549,summer,18,Linux,america,i9,vostro,8,34
3550,summer,18,Windows,america,i9,vostro,16,15
3551,summer,18,Linux,america,i9,vostro,16,20
3552,summer,18,Windows,asia,i3,xps,4,26
3553,summer,18,Linux,asia,i3,xps,4,14
3554,summer,18,Windows,asia,i3,xps,8,15
3555,summer,18,Linux,asia,i3,xps,8,16
3556,summer,18,Windows,asia,i3,xps,16,24
3557,summer,18,Linux,asia,i3,xps,16,22
3558,summer,18,Windows,asia,i5,xps,4,14
3559,summer,18,Linux,asia,i5,xps,4,19
3560,summer,18,Windows,asia,i5,xps,8,18
3561,summer,18,Linux,asia,i5,xps,8,28
3562,summer,18,Windows,asia,i5,xps,16,18
3563,summer,18,Linux,asia,i5,xps,16,20
3564,summer,18,Windows,asia,i7,xps,4,42
3565,summer,18,Linux,asia,i7,xps,4,52
3566,summer,18,Windows,asia,i7,xps,8,55
3567,summer,18,Linux,asia,i7,xps,8,95
3568,summer,18,Windows,asia,i7,xps,16,45
3569,summer,18,Linux,asia,i7,xps,16,53
3570,summer,18,Windows,asia,i9,xps,4,73
3571,summer,18,Linux,asia,i9,xps,4,47
3572,summer,18,Windows,asia,i9,xps,8,36
3573,summer,18,Linux,asia,i9,xps,8,69
3574,summer,18,Windows,asia,i9,xps,16,52
3575,summer,18,Linux,asia,i9,xps,16,47
3576,summer,18,Windows,africa,i3,xps,4,64
3577,summer,18,Linux,africa,i3,xps,4,53
3578,summer,18,Windows,africa,i3,xps,8,34
3579,summer,18,Linux,africa,i3,xps,8,92
3580,summer,18,Windows,africa,i3,xps,16,48
3581,summer,18,Linux,africa,i3,xps,16,42
3582,summer,18,Windows,africa,i5,xps,4,68
3583,summer,18,Linux,africa,i5,xps,4,50
3584,summer,18,Windows,africa,i5,xps,8,48
3585,summer,18,Linux,africa,i5,xps,8,63
3586,summer,18,Windows,africa,i5,xps,16,43
3587,summer,18,Linux,africa,i5,xps,16,58
3588,summer,18,Windows,africa,i7,xps,4,82
3589,summer,18,Linux,africa,i7,xps,4,62
3590,summer,18,Windows,africa,i7,xps,8,55
3591,summer,18,Linux,africa,i7,xps,8,90
3592,summer,18,Windows,africa,i7,xps,16,49
3593,summer,18,Linux,africa,i7,xps,16,55
3594,summer,18,Windows,africa,i9,xps,4,76
3595,summer,18,Linux,africa,i9,xps,4,51
3596,summer,18,Windows,africa,i9,xps,8,40
3597,summer,18,Linux,africa,i9,xps,8,72
3598,summer,18,Windows,africa,i9,xps,16,50
3599,summer,18,Linux,africa,i9,xps,16,36
3600,summer,18,Windows,europe,i3,xps,4,32
3601,summer,18,Linux,europe,i3,xps,4,27
3602,summer,18,Windows,europe,i3,xps,8,29
3603,summer,18,Linux,europe,i3,xps,8,58
3604,summer,18,Windows,europe,i3,xps,16,31
3605,summer,18,Linux,europe,i3,xps,16,26
3606,summer,18,Windows,europe,i5,xps,4,45
3607,summer,18,Linux,europe,i5,xps,4,33
3608,summer,18,Windows,europe,i5,xps,8,25
3609,summer,18,Linux,europe,i5,xps,8,67
3610,summer,18,Windows,europe,i5,xps,16,35
3611,summer,18,Linux,europe,i5,xps,16,29
3612,summer,18,Windows,europe,i7,xps,4,83
3613,summer,18,Linux,europe,i7,xps,4,29
3614,summer,18,Windows,europe,i7,xps,8,27
3615,summer,18,Linux,europe,i7,xps,8,65
3616,summer,18,Windows,europe,i7,xps,16,33
3617,summer,18,Linux,europe,i7,xps,16,32
3618,summer,18,Windows,europe,i9,xps,4,45
3619,summer,18,Linux,europe,i9,xps,4,40
3620,summer,18,Windows,europe,i9,xps,8,39
3621,summer,18,Linux,europe,i9,xps,8,59
3622,summer,18,Windows,europe,i9,xps,16,24
3623,summer,18,Linux,europe,i9,xps,16,27
3624,summer,18,Windows,america,i3,xps,4,86
3625,summer,18,Linux,america,i3,xps,4,23
3626,summer,18,Windows,america,i3,xps,8,27
3627,summer,18,Linux,america,i3,xps,8,62
3628,summer,18,Windows,america,i3,xps,16,36
3629,summer,18,Linux,america,i3,xps,16,28
3630,summer,18,Windows,america,i5,xps,4,41
3631,summer,18,Linux,america,i5,xps,4,18
3632,summer,18,Windows,america,i5,xps,8,31
3633,summer,18,Linux,america,i5,xps,8,89
3634,summer,18,Windows,america,i5,xps,16,34
3635,summer,18,Linux,america,i5,xps,16,24
3636,summer,18,Windows,america,i7,xps,4,16
3637,summer,18,Linux,america,i7,xps,4,30
3638,summer,18,Windows,america,i7,xps,8,22
3639,summer,18,Linux,america,i7,xps,8,87
3640,summer,18,Windows,america,i7,xps,16,27
3641,summer,18,Linux,america,i7,xps,16,24
3642,summer,18,Windows,america,i9,xps,4,63
3643,summer,18,Linux,america,i9,xps,4,25
3644,summer,18,Windows,america,i9,xps,8,28
3645,summer,18,Linux,america,i9,xps,8,39
3646,summer,18,Windows,america,i9,xps,16,25
3647,summer,18,Linux,america,i9,xps,16,27
3648,no,19,Windows,asia,i3,vostro,4,69
3649,no,19,Linux,asia,i3,vostro,4,28
3650,no,19,Windows,asia,i3,vostro,8,25
3651,no,19,Linux,asia,i3,vostro,8,90
3652,no,19,Windows,asia,i3,vostro,16,17
3653,no,19,Linux,asia,i3,vostro,16,22
3654,no,19,Windows,asia,i5,vostro,4,67
3655,no,19,Linux,asia,i5,vostro,4,20
3656,no,19,Windows,asia,i5,vostro,8,16
3657,no,19,Linux,asia,i5,vostro,8,40
3658,no,19,Windows,asia,i5,vostro,16,28
3659,no,19,Linux,asia,i5,vostro,16,31
3660,no,19,Windows,asia,i7,vostro,4,79
3661,no,19,Linux,asia,i7,vostro,4,26
3662,no,19,Windows,asia,i7,vostro,8,18
3663,no,19,Linux,asia,i7,vostro,8,91
3664,no,19,Windows,asia,i7,vostro,16,18
3665,no,19,Linux,asia,i7,vostro,16,21
3666,no,19,Windows,asia,i9,vostro,4,70
3667,no,19,Linux,asia,i9,vostro,4,28
3668,no,19,Windows,asia,i9,vostro,8,21
3669,no,19,Linux,asia,i9,vostro,8,51
3670,no,19,Windows,asia,i9,vostro,16,20
3671,no,19,Linux,asia,i9,vostro,16,22
3672,no,19,Windows,africa,i3,vostro,4,28
3673,no,19,Linux,africa,i3,vostro,4,38
3674,no,19,Windows,africa,i3,vostro,8,27
3675,no,19,Linux,africa,i3,vostro,8,41
3676,no,19,Windows,africa,i3,vostro,16,35
3677,no,19,Linux,africa,i3,vostro,16,42
3678,no,19,Windows,africa,i5,vostro,4,57
3679,no,19,Linux,africa,i5,vostro,4,49
3680,no,19,Windows,africa,i5,vostro,8,29
3681,no,19,Linux,africa,i5,vostro,8,112
3682,no,19,Windows,africa,i5,vostro,16,35
3683,no,19,Linux,africa,i5,vostro,16,37
3684,no,19,Windows,africa,i7,vostro,4,80
3685,no,19,Linux,africa,i7,vostro,4,41
3686,no,19,Windows,africa,i7,vostro,8,28
3687,no,19,Linux,africa,i7,vostro,8,30
3688,no,19,Windows,africa,i7,vostro,16,28
3689,no,19,Linux,africa,i7,vostro,16,30
3690,no,19,Windows,africa,i9,vostro,4,65
3691,no,19,Linux,africa,i9,vostro,4,37
3692,no,19,Windows,africa,i9,vostro,8,32
3693,no,19,Linux,africa,i9,vostro,8,97
3694,no,19,Windows,africa,i9,vostro,16,34
3695,no,19,Linux,africa,i9,vostro,16,42
3696,no,19,Windows,europe,i3,vostro,4,64
3697,no,19,Linux,europe,i3,vostro,4,40
3698,no,19,Windows,europe,i3,vostro,8,28
3699,no,19,Linux,europe,i3,vostro,8,41
3700,no,19,Windows,europe,i3,vostro,16,41
3701,no,19,Linux,europe,i3,vostro,16,39
3702,no,19,Windows,europe,i5,vostro,4,57
3703,no,19,Linux,europe,i5,vostro,4,23
3704,no,19,Windows,europe,i5,vostro,8,35
3705,no,19,Linux,europe,i5,vostro,8,98
3706,no,19,Windows,europe,i5,vostro,16,34
3707,no,19,Linux,europe,i5,vostro,16,35
3708,no,19,Windows,europe,i7,vostro,4,46
3709,no,19,Linux,europe,i7,vostro,4,36
3710,no,19,Windows,europe,i7,vostro,8,46
3711,no,19,Linux,europe,i7,vostro,8,56
3712,no,19,Windows,europe,i7,vostro,16,53
3713,no,19,Linux,europe,i7,vostro,16,54
3714,no,19,Windows,europe,i9,vostro,4,91
3715,no,19,Linux,europe,i9,vostro,4,39
3716,no,19,Windows,europe,i9,vostro,8,30
3717,no,19,Linux,europe,i9,vostro,8,114
3718,no,19,Windows,europe,i9,vostro,16,60
3719,no,19,Linux,europe,i9,vostro,16,45
3720,no,19,Windows,america,i3,vostro,4,89
3721,no,19,Linux,america,i3,vostro,4,31
3722,no,19,Windows,america,i3,vostro,8,44
3723,no,19,Linux,america,i3,vostro,8,41
3724,no,19,Windows,america,i3,vostro,16,33
3725,no,19,Linux,america,i3,vostro,16,46
3726,no,19,Windows,america,i5,vostro,4,78
3727,no,19,Linux,america,i5,vostro,4,48
3728,no,19,Windows,america,i5,vostro,8,39
3729,no,19,Linux,america,i5,vostro,8,121
3730,no,19,Windows,america,i5,vostro,16,29
3731,no,19,Linux,america,i5,vostro,16,43
3732,no,19,Windows,america,i7,vostro,4,100
3733,no,19,Linux,america,i7,vostro,4,39
3734,no,19,Windows,america,i7,vostro,8,34
3735,no,19,Linux,america,i7,vostro,8,66
3736,no,19,Windows,america,i7,vostro,16,37
3737,no,19,Linux,america,i7,vostro,16,41
3738,no,19,Windows,america,i9,vostro,4,83
3739,no,19,Linux,america,i9,vostro,4,39
3740,no,19,Windows,america,i9,vostro,8,34
3741,no,19,Linux,america,i9,vostro,8,118
3742,no,19,Windows,america,i9,vostro,16,29
3743,no,19,Linux,america,i9,vostro,16,47
3744,no,19,Windows,asia,i3,xps,4,20
3745,no,19,Linux,asia,i3,xps,4,17
3746,no,19,Windows,asia,i3,xps,8,27
3747,no,19,Linux,asia,i3,xps,8,28
3748,no,19,Windows,asia,i3,xps,16,18
3749,no,19,Linux,asia,i3,xps,16,16
3750,no,19,Windows,asia,i5,xps,4,16
3751,no,19,Linux,asia,i5,xps,4,12
3752,no,19,Windows,asia,i5,xps,8,23
3753,no,19,Linux,asia,i5,xps,8,41
3754,no,19,Windows,asia,i5,xps,16,11
3755,no,19,Linux,asia,i5,xps,16,13
3756,no,19,Windows,asia,i7,xps,4,33
3757,no,19,Linux,asia,i7,xps,4,22
3758,no,19,Windows,asia,i7,xps,8,20
3759,no,19,Linux,asia,i7,xps,8,33
3760,no,19,Windows,asia,i7,xps,16,23
3761,no,19,Linux,asia,i7,xps,16,19
3762,no,19,Windows,asia,i9,xps,4,24
3763,no,19,Linux,asia,i9,xps,4,17
3764,no,19,Windows,asia,i9,xps,8,11
3765,no,19,Linux,asia,i9,xps,8,34
3766,no,19,Windows,asia,i9,xps,16,13
3767,no,19,Linux,asia,i9,xps,16,13
3768,no,19,Windows,africa,i3,xps,4,40
3769,no,19,Linux,africa,i3,xps,4,14
3770,no,19,Windows,africa,i3,xps,8,17
3771,no,19,Linux,africa,i3,xps,8,30
3772,no,19,Windows,africa,i3,xps,16,20
3773,no,19,Linux,africa,i3,xps,16,16
3774,no,19,Windows,africa,i5,xps,4,32
3775,no,19,Linux,africa,i5,xps,4,21
3776,no,19,Windows,africa,i5,xps,8,18
3777,no,19,Linux,africa,i5,xps,8,47
3778,no,19,Windows,africa,i5,xps,16,20
3779,no,19,Linux,africa,i5,xps,16,19
3780,no,19,Windows,africa,i7,xps,4,9
3781,no,19,Linux,africa,i7,xps,4,4
3782,no,19,Windows,africa,i7,xps,8,8
3783,no,19,Linux,africa,i7,xps,8,53
3784,no,19,Windows,africa,i7,xps,16,11
3785,no,19,Linux,africa,i7,xps,16,13
3786,no,19,Windows,africa,i9,xps,4,39
3787,no,19,Linux,africa,i9,xps,4,6
3788,no,19,Windows,africa,i9,xps,8,10
3789,no,19,Linux,africa,i9,xps,8,36
3790,no,19,Windows,africa,i9,xps,16,5
3791,no,19,Linux,africa,i9,xps,16,13
3792,no,19,Windows,europe,i3,xps,4,22
3793,no,19,Linux,europe,i3,xps,4,6
3794,no,19,Windows,europe,i3,xps,8,7
3795,no,19,Linux,europe,i3,xps,8,50
3796,no,19,Windows,europe,i3,xps,16,11
3797,no,19,Linux,europe,i3,xps,16,7
3798,no,19,Windows,europe,i5,xps,4,37
3799,no,19,Linux,europe,i5,xps,4,9
3800,no,19,Windows,europe,i5,xps,8,9
3801,no,19,Linux,europe,i5,xps,8,33
3802,no,19,Windows,europe,i5,xps,16,9
3803,no,19,Linux,europe,i5,xps,16,10
3804,no,19,Windows,europe,i7,xps,4,23
3805,no,19,Linux,europe,i7,xps,4,4
3806,no,19,Windows,europe,i7,xps,8,11
3807,no,19,Linux,europe,i7,xps,8,37
3808,no,19,Windows,europe,i7,xps,16,7
3809,no,19,Linux,europe,i7,xps,16,10
3810,no,19,Windows,europe,i9,xps,4,22
3811,no,19,Linux,europe,i9,xps,4,7
3812,no,19,Windows,europe,i9,xps,8,7
3813,no,19,Linux,europe,i9,xps,8,21
3814,no,19,Windows,europe,i9,xps,16,7
3815,no,19,Linux,europe,i9,xps,16,7
3816,no,19,Windows,america,i3,xps,4,14
3817,no,19,Linux,america,i3,xps,4,23
3818,no,19,Windows,america,i3,xps,8,22
3819,no,19,Linux,america,i3,xps,8,14
3820,no,19,Windows,america,i3,xps,16,19
3821,no,19,Linux,america,i3,xps,16,24
3822,no,19,Windows,america,i5,xps,4,22
3823,no,19,Linux,america,i5,xps,4,20
3824,no,19,Windows,america,i5,xps,8,26
3825,no,19,Linux,america,i5,xps,8,20
3826,no,19,Windows,america,i5,xps,16,22
3827,no,19,Linux,america,i5,xps,16,23
3828,no,19,Windows,america,i7,xps,4,25
3829,no,19,Linux,america,i7,xps,4,21
3830,no,19,Windows,america,i7,xps,8,19
3831,no,19,Linux,america,i7,xps,8,12
3832,no,19,Windows,america,i7,xps,16,18
3833,no,19,Linux,america,i7,xps,16,20
3834,no,19,Windows,america,i9,xps,4,27
3835,no,19,Linux,america,i9,xps,4,14
3836,no,19,Windows,america,i9,xps,8,24
3837,no,19,Linux,america,i9,xps,8,34
3838,no,19,Windows,america,i9,xps,16,15
3839,no,19,Linux,america,i9,xps,16,20
3840,no,20,Windows,asia,i3,vostro,4,26
3841,no,20,Linux,asia,i3,vostro,4,14
3842,no,20,Windows,asia,i3,vostro,8,15
3843,no,20,Linux,asia,i3,vostro,8,16
3844,no,20,Windows,asia,i3,vostro,16,24
3845,no,20,Linux,asia,i3,vostro,16,22
3846,no,20,Windows,asia,i5,vostro,4,14
3847,no,20,Linux,asia,i5,vostro,4,19
3848,no,20,Windows,asia,i5,vostro,8,18
3849,no,20,Linux,asia,i5,vostro,8,28
3850,no,20,Windows,asia,i5,vostro,16,18
3851,no,20,Linux,asia,i5,vostro,16,20
3852,no,20,Windows,asia,i7,vostro,4,42
3853,no,20,Linux,asia,i7,vostro,4,52
3854,no,20,Windows,asia,i7,vostro,8,55
3855,no,20,Linux,asia,i7,vostro,8,95
3856,no,20,Windows,asia,i7,vostro,16,45
3857,no,20,Linux,asia,i7,vostro,16,53
3858,no,20,Windows,asia,i9,vostro,4,73
3859,no,20,Linux,asia,i9,vostro,4,47
3860,no,20,Windows,asia,i9,vostro,8,36
3861,no,20,Linux,asia,i9,vostro,8,69
3862,no,20,Windows,asia,i9,vostro,16,52
3863,no,20,Linux,asia,i9,vostro,16,47
3864,no,20,Windows,africa,i3,vostro,4,64
3865,no,20,Linux,africa,i3,vostro,4,53
3866,no,20,Windows,africa,i3,vostro,8,34
3867,no,20,Linux,africa,i3,vostro,8,92
3868,no,20,Windows,africa,i3,vostro,16,48
3869,no,20,Linux,africa,i3,vostro,16,42
3870,no,20,Windows,africa,i5,vostro,4,68
3871,no,20,Linux,africa,i5,vostro,4,50
3872,no,20,Windows,africa,i5,vostro,8,48
3873,no,20,Linux,africa,i5,vostro,8,63
3874,no,20,Windows,africa,i5,vostro,16,43
3875,no,20,Linux,africa,i5,vostro,16,58
3876,no,20,Windows,africa,i7,vostro,4,82
3877,no,20,Linux,africa,i7,vostro,4,62
3878,no,20,Windows,africa,i7,vostro,8,55
3879,no,20,Linux,africa,i7,vostro,8,90
3880,no,20,Windows,africa,i7,vostro,16,49
3881,no,20,Linux,africa,i7,vostro,16,55
3882,no,20,Windows,africa,i9,vostro,4,76
3883,no,20,Linux,africa,i9,vostro,4,51
3884,no,20,Windows,africa,i9,vostro,8,40
3885,no,20,Linux,africa,i9,vostro,8,72
3886,no,20,Windows,africa,i9,vostro,16,50
3887,no,20,Linux,africa,i9,vostro,16,36
3888,no,20,Windows,europe,i3,vostro,4,32
3889,no,20,Linux,europe,i3,vostro,4,27
3890,no,20,Windows,europe,i3,vostro,8,29
3891,no,20,Linux,europe,i3,vostro,8,58
3892,no,20,Windows,europe,i3,vostro,16,31
3893,no,20,Linux,europe,i3,vostro,16,26
3894,no,20,Windows,europe,i5,vostro,4,45
3895,no,20,Linux,europe,i5,vostro,4,33
3896,no,20,Windows,europe,i5,vostro,8,25
3897,no,20,Linux,europe,i5,vostro,8,67
3898,no,20,Windows,europe,i5,vostro,16,35
3899,no,20,Linux,europe,i5,vostro,16,29
3900,no,20,Windows,europe,i7,vostro,4,83
3901,no,20,Linux,europe,i7,vostro,4,29
3902,no,20,Windows,europe,i7,vostro,8,27
3903,no,20,Linux,europe,i7,vostro,8,65
3904,no,20,Windows,europe,i7,vostro,16,33
3905,no,20,Linux,europe,i7,vostro,16,32
3906,no,20,Windows,europe,i9,vostro,4,45
3907,no,20,Linux,europe,i9,vostro,4,40
3908,no,20,Windows,europe,i9,vostro,8,39
3909,no,20,Linux,europe,i9,vostro,8,59
3910,no,20,Windows,europe,i9,vostro,16,24
3911,no,20,Linux,europe,i9,vostro,16,27
3912,no,20,Windows,america,i3,vostro,4,86
3913,no,20,Linux,america,i3,vostro,4,23
3914,no,20,Windows,america,i3,vostro,8,27
3915,no,20,Linux,america,i3,vostro,8,62
3916,no,20,Windows,america,i3,vostro,16,36
3917,no,20,Linux,america,i3,vostro,16,28
3918,no,20,Windows,america,i5,vostro,4,41
3919,no,20,Linux,america,i5,vostro,4,18
3920,no,20,Windows,america,i5,vostro,8,31
3921,no,20,Linux,america,i5,vostro,8,89
3922,no,20,Windows,america,i5,vostro,16,34
3923,no,20,Linux,america,i5,vostro,16,24
3924,no,20,Windows,america,i7,vostro,4,16
3925,no,20,Linux,america,i7,vostro,4,30
3926,no,20,Windows,america,i7,vostro,8,22
3927,no,20,Linux,america,i7,vostro,8,87
3928,no,20,Windows,america,i7,vostro,16,27
3929,no,20,Linux,america,i7,vostro,16,24
3930,no,20,Windows,america,i9,vostro,4,63
3931,no,20,Linux,america,i9,vostro,4,25
3932,no,20,Windows,america,i9,vostro,8,28
3933,no,20,Linux,america,i9,vostro,8,39
3934,no,20,Windows,america,i9,vostro,16,25
3935,no,20,Linux,america,i9,vostro,16,27
3936,no,20,Windows,asia,i3,xps,4,69
3937,no,20,Linux,asia,i3,xps,4,28
3938,no,20,Windows,asia,i3,xps,8,25
3939,no,20,Linux,asia,i3,xps,8,90
3940,no,20,Windows,asia,i3,xps,16,17
3941,no,20,Linux,asia,i3,xps,16,22
3942,no,20,Windows,asia,i5,xps,4,67
3943,no,20,Linux,asia,i5,xps,4,20
3944,no,20,Windows,asia,i5,xps,8,16
3945,no,20,Linux,asia,i5,xps,8,40
3946,no,20,Windows,asia,i5,xps,16,28
3947,no,20,Linux,asia,i5,xps,16,31
3948,no,20,Windows,asia,i7,xps,4,79
3949,no,20,Linux,asia,i7,xps,4,26
3950,no,20,Windows,asia,i7,xps,8,18
3951,no,20,Linux,asia,i7,xps,8,91
3952,no,20,Windows,asia,i7,xps,16,18
3953,no,20,Linux,asia,i7,xps,16,21
3954,no,20,Windows,asia,i9,xps,4,70
3955,no,20,Linux,asia,i9,xps,4,28
3956,no,20,Windows,asia,i9,xps,8,21
3957,no,20,Linux,asia,i9,xps,8,51
3958,no,20,Windows,asia,i9,xps,16,20
3959,no,20,Linux,asia,i9,xps,16,22
3960,no,20,Windows,africa,i3,xps,4,28
3961,no,20,Linux,africa,i3,xps,4,38
3962,no,20,Windows,africa,i3,xps,8,27
3963,no,20,Linux,africa,i3,xps,8,41
3964,no,20,Windows,africa,i3,xps,16,35
3965,no,20,Linux,africa,i3,xps,16,42
3966,no,20,Windows,africa,i5,xps,4,57
3967,no,20,Linux,africa,i5,xps,4,49
3968,no,20,Windows,africa,i5,xps,8,29
3969,no,20,Linux,africa,i5,xps,8,112
3970,no,20,Windows,africa,i5,xps,16,35
3971,no,20,Linux,africa,i5,xps,16,37
3972,no,20,Windows,africa,i7,xps,4,80
3973,no,20,Linux,africa,i7,xps,4,41
3974,no,20,Windows,africa,i7,xps,8,28
3975,no,20,Linux,africa,i7,xps,8,30
3976,no,20,Windows,africa,i7,xps,16,28
3977,no,20,Linux,africa,i7,xps,16,30
3978,no,20,Windows,africa,i9,xps,4,65
3979,no,20,Linux,africa,i9,xps,4,37
3980,no,20,Windows,africa,i9,xps,8,32
3981,no,20,Linux,africa,i9,xps,8,97
3982,no,20,Windows,africa,i9,xps,16,34
3983,no,20,Linux,africa,i9,xps,16,42
3984,no,20,Windows,europe,i3,xps,4,64
3985,no,20,Linux,europe,i3,xps,4,40
3986,no,20,Windows,europe,i3,xps,8,28
3987,no,20,Linux,europe,i3,xps,8,41
3988,no,20,Windows,europe,i3,xps,16,41
3989,no,20,Linux,europe,i3,xps,16,39
3990,no,20,Windows,europe,i5,xps,4,57
3991,no,20,Linux,europe,i5,xps,4,23
3992,no,20,Windows,europe,i5,xps,8,35
3993,no,20,Linux,europe,i5,xps,8,98
3994,no,20,Windows,europe,i5,xps,16,34
3995,no,20,Linux,europe,i5,xps,16,35
3996,no,20,Windows,europe,i7,xps,4,46
3997,no,20,Linux,europe,i7,xps,4,36
3998,no,20,Windows,europe,i7,xps,8,46
3999,no,20,Linux,europe,i7,xps,8,56
